 Eyebrows_1, Eyebrows_2, Eyebrows_3, Eyebrows_4, Eyebrows_5, Eyebrows_6, Eyebrows_7, Eyebrows_8, Eyebrows_9, Eyebrows_10, Eyes_1, Eyes_2, Eyes_3, Eyes_4, Eyes_5, Eyes_6, Eyes_7, Eyes_8, Eyes_9, Eyes_10, Nose_1, Nose_2, Nose_3, Nose_4, Nose_5, Nose_6, Nose_7, Nose_8, Nose_9, Nose_10, Mouth_1, Mouth_2, Mouth_3, Mouth_4, Mouth_5, Mouth_6, Mouth_7, Mouth_8, Mouth_9, Mouth_10, Jaw_1, Jaw_2, Jaw_3, Jaw_4, Jaw_5, Jaw_6, Jaw_7, Jaw_8, Jaw_9, Jaw_10
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1
